LOAD,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
179,0.0026550065324121297,-0.00835042033391753,0.01934691967856672,0.019376670991099854,0.019367964884944522,-0.019332234594989783,0.0186955808985807,0.01451188017796956,-0.019373548377944028,-0.019381834901839756,-0.019373947300243888,-2949032598564827e-21,-29545229723315636e-22,26064601282960176e-21,0.0015054789110833244,-18219421352050347e-21,-0.00022181517871425194,0.0005465912140535933,-33801505753272565e-22,-0.0022108720962755735,-0.0027288023210156054,0.002776123833646532
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.00467012035540848,-0.013367074683766633,0.025785319526123285,0.025814695150853773,0.025806140173737946,-0.02577019339478981,0.025390566277478488,0.020772568084806764,-0.025811554647991786,-0.025819837814260227,-0.02581415146560362,-1963677315128254e-21,-19140011847385008e-22,-16795075438863494e-22,14185725686899353e-22,-8749697431031933e-22,-2197927580327441e-21,-17830569388616047e-22,-20238809647354916e-22,-6611908112130749e-21,-4428915733309391e-20,-30498579251803104e-22
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0.0004811624615884691,-0.0038341414409247543,0.012537262727630227,0.0125869801670776,0.012569772684382974,-0.012538409296843911,-0.012555417535669577,0.007497473410510769,-0.012581828987266785,-0.012593792400205195,-0.01257958347208965,5845922917135926e-22,12429872279229315e-22,-0.0008068231280521643,0.000827329450227704,-0.0024980202498428583,-0.0003009657832557522,0.0018665694243625852,-18791293230346895e-22,-0.0033434975704668968,-0.003395210551092598,0.0033345929224992132
131,0.0009816255254916362,-0.0038096881675865335,0.012393425055587048,0.012426534589105032,0.012416264480226591,-0.012382180643266238,-0.01119016756584812,0.00782929590604109,-0.012423728521691157,-0.01243183264867509,0.01239681543203619,-1876351459761949e-22,-2002477582641049e-22,13667625371027725e-21,0.00014220393298210177,4318091014871017e-20,-14479471509024067e-21,9156449939998201e-21,-17667800844556325e-23,-0.00019679230194659392,-0.0012230723977442598,1196551606644225e-21
488,-0.0003354642601596236,-0.002069835808634679,0.009314271414117115,-0.0095225575432345,-0.009324966080570707,0.009542539880261602,-0.009486862540359353,0.00455076080386746,0.009544873198780557,0.009549544837345214,0.009505635621572694,-14344073682864833e-22,-2111427151604839e-21,-32372301895775e-18,-0.00020664649582118055,-0.0001030237457304295,0.002199348781821611,0.00015287002833773433,-17088819871668992e-23,-0.0016422107507335776,-0.0021560148351469494,-2520914183373746e-22
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,-0.0036290560593852383,-0.015478162038301324,0.0277595764316505,0.028226824615072976,-0.028178064230397926,-0.028213246752502474,-0.027860328260601364,0.02091661323751759,-0.028230866334576055,-0.028239831497508305,0.028205637141849538,1648847200386161e-21,10774880417230293e-21,-0.0050659073182298675,0.0052374008210502865,-0.006829643683885223,-0.006935659203800626,0.006869898398336349,-0.000102478348385171,-0.006955583471343507,0.006929226071823391,0.00685581646276856
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,-0.0037433079081133913,-0.008723000776035494,-0.019828432958521658,0.019855134389536455,-0.01985774932455986,-0.019813661197526256,0.01985526754501532,-0.0112822283111359,-0.019854720978187745,-0.01985985157083614,0.019855708723793497,-0.0005464908328967899,11075103470981063e-21,-0.004650352206713726,0.004323700392053598,-0.004659608547588956,-0.0027105620950808595,0.00465791274621466,-0.002796253982371766,-0.004652093190444351,-0.004648085757402387,0.004658440309992101
83,-0.001134710359344815,-0.0009443590647013611,-0.005950628376257205,0.00596152228416047,-0.005965078533136936,-0.00592116648571106,0.005960524763266195,-0.00400506426307673,-0.00596082409731008,-0.005965861824250851,0.00595996087838957,-0.00013983354805306714,33746204547158154e-22,-0.0014532210978355636,0.0010476952038247361,-0.0014595876889467868,-0.000281688734871291,0.0014564607565918097,-0.0007485778852648617,-0.0014499277816012596,-0.001434501653865175,0.0014573568130805403
244,-10078979501809693e-21,-6321146357078644e-20,0.0014876330659905623,-0.0016729691966129029,-0.001463425183906894,0.0016241274091123026,-0.0016430296459122307,0.00018309628820628587,0.001697168916197006,0.001701573065453904,0.0016577394214753044,7339859557642381e-23,1413196743446643e-22,-13700431087809717e-22,-2857151936031671e-20,-4659288414726737e-21,0.0006356852929187071,75245851276287135e-22,11614040459212438e-23,-0.0004968610509537286,-0.00011251476332568844,17558629342162568e-24
582,0.002423031765563133,-0.007039407964868127,0.017547034498408776,0.01757464546677301,0.01756688778797222,-0.01752875255829578,0.017373343556713272,0.012935294036374057,-0.017570923783429726,-0.017579830424441778,-0.017577256697202892,-7704593873447685e-22,-12879334679305465e-22,0.0006310468391073631,0.003690886990335651,0.0018705597354637393,-0.0005957551480993417,0.0004601285294805746,-16449881945490574e-23,-0.004384910272118958,-0.005778381626361018,0.0056613084827216165
668,-8612558984322227e-22,44306083726505796e-23,0.0003111793625648236,-0.00045671170381405765,-0.0002974088046673283,-0.00035687713657993336,-0.0004318827291807832,14937235308466745e-21,0.00048109816208614584,0.0004855923778787248,0.00045001949114820486,-8273972345804181e-23,-8105847870004679e-23,-8891154954643321e-23,-44425699689126796e-23,-9383647447958054e-23,-1363505087639133e-22,-59531752650762715e-24,-8354976027517835e-23,2829519218632698e-22,8087187540738519e-21,-8550745704549723e-23
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,-0.0014201466395314943,0.0162809009372491,0.01834462172163609,-0.0186158955825102,-0.018450685464310945,-0.01847052279287109,-0.018546622230515397,0.01218353708149511,0.018617963415418992,0.018623896167753173,0.01857724867358157,16547308594669352e-22,-0.0008832953416476469,16101963174613987e-22,5595509418671041e-21,1843500852714841e-21,15714263931210226e-22,14928205619990642e-22,15895149285474752e-22,36424326227482706e-22,-9213637554582321e-20,1567656830368802e-21
386,0.00043406763888331756,-0.004737985906881348,0.014083783989860321,0.014149150754287021,0.014109447517138718,-0.014102980929007858,-0.014028847999815852,0.008534619190402548,-0.014152281959815105,-0.014155803576010761,0.014153196720166239,-18596775590185022e-21,10425037194283782e-21,-0.005385223892815538,0.005375463026020155,-0.005573576717173234,-0.003753426978935104,0.005582798968776392,-0.0002257560553159954,-0.005597932553952023,-0.005592919767149707,0.005598998461573856
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,-0.00021092384269827402,-0.0009919236249570917,0.004731517446914912,-0.005638057865839263,-0.005565073518623342,-0.005575971606897601,-0.0033540207325442606,0.0029794276342507975,0.005280998569289541,0.005641800939981678,0.005589060077625607,-4395040858959365e-22,-43645048980467394e-23,-8192322396155527e-23,4046747915099208e-20,-1332251419600139e-23,-3933375638850295e-20,-16330710259845893e-22,-46120224151541267e-23,21883816102755138e-21,-0.0003410972473082974,-5774860238616508e-23
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,-0.005082009194354087,-0.0036875421642814654,-0.012110574628254489,0.012129596479312443,-0.012133059697321702,-0.012090118326208543,0.012124828576949853,-0.01036500002816998,-0.012128354915694084,-0.012133867637563855,0.01212215366813485,-0.0031831373399661134,35308199140493546e-21,-0.006630497846554617,0.006413269684771183,-0.006639662490624809,-0.0045054281424534715,0.0066337219363160616,-0.0059331036675655535,-0.006628688310544528,-0.006627130158266936,0.006635190623176412
85,-44326569799107984e-21,-0.00028480646736095405,-0.0014658436291053178,0.003236049349496062,-0.0032295313907384215,-0.00320007328873681,0.0032351745954494193,0.00041420558688867737,-0.0032413088564501313,-0.003243826385703502,0.003237341793231596,-9150056883809599e-22,3853017586583074e-23,-0.00034249526394155433,0.00022017526976246884,-0.0003952680974791678,-0.00011876078603585694,0.0003977301337111383,-6845006716545837e-21,-0.000398836754621993,-0.00038592966659202477,0.00039741597136607257
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-0.017487573991322947,-0.014241656335768793,-0.026776854924614346,0.026795603482844266,-0.026799066009753902,-0.026756183302331094,0.02679079599579537,-0.02496124390143173,-0.026794259073818605,-0.026799871682009258,0.026788162351327527,-0.001912474142995807,1684067110252485e-20,-0.00493035927651167,0.004695470381652134,-0.0049396519912742465,-0.0026188150873690808,0.004933549454863462,-0.004236064778841114,-0.0049275470793652965,-0.004920739174361727,0.004935077547548294
105,-0.0012156981821855317,-0.0010135083244757759,-0.00617061061551244,0.006181521415932145,-0.006185077528600924,-0.006141153095202245,0.0061805200783531244,-0.004207393335240006,-0.006180821406544357,-0.006185861794760328,0.0061799540293402955,-0.00015145261706406288,36458557696045224e-22,-0.0015132202291417013,0.0011083830021313829,-0.0015195876707363165,-0.0003064852114950112,0.001516460509986925,-0.0007976208516143196,-0.0015099289143303135,-0.0014949845476864843,0.0015173567141467253
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0.00044099510185935387,-0.0013875680132368617,0.007236479362849935,0.007262781600538504,0.007255542087528266,-0.007217625439078168,0.007110126302957376,0.003665704493047872,-0.007259241777905601,-0.007267834666324802,-0.007265174710034128,-244390386189286e-20,-2518764225370451e-21,0.00020148342120999974,0.0005458668847811432,0.0005699475737295512,-29055905387515013e-21,0.0002223558539659054,-20126130724357205e-22,-0.00034279262292841173,-0.0019580893309912167,0.0020418962896296966
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0.00011346497706110625,-0.003073604646692707,0.011132545639786273,0.011203737303867145,0.01117247269788546,-0.011153152182895476,-0.011185241038923155,0.005969745132255122,-0.011201970601976918,-0.011211763665999741,-0.011153139681186475,-5374311693229217e-21,-5437812156783295e-21,31098107125149266e-21,0.0017256648019771947,12336905452714486e-21,-0.0003078082068678212,0.00039100943317507686,-56871614776687895e-22,-0.0030281469303105324,-0.0033392354275329217,0.0007304250714015581
482,-0.0070420754905027305,-0.01473851816207672,-0.027449020909138033,0.027475139679633553,-0.027477824136637796,-0.02743367007051667,0.02747532708850864,-0.018274878243386805,-0.02747474767403446,-0.027479855115652763,0.027475773354629363,-0.0005746377818773574,1186205088973824e-20,-0.004770355895205802,0.004421367181394381,-0.0047796087599633885,-0.00275022813601547,0.0047779129950166754,-0.002902705460497229,-0.004772080940240037,-0.004767117130317328,0.004778440670815648
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,-0.0005261017324765249,-0.002013299384281575,0.0008027220957689263,-0.008086378667308047,-0.008011596842613933,-0.00802260359594148,0.007762231971752409,-0.0001783831190705354,-0.00761776792870178,-0.008087978889049607,0.008020092732702155,-2223039659807191e-20,-21749078005617317e-21,-27234784883672924e-21,-0.0007899470590756741,-3320806344858651e-20,-4591180101834458e-20,15257367598775495e-22,-21892081507907113e-21,-0.0002962152341896285,-0.0039410730934331395,-27616811003744468e-21
549,-0.0006051949077010566,-0.0035835924220044557,0.013008617750923102,-0.013203099907170834,-0.012962970750492353,0.01315931389561864,-0.013174972452122846,0.007544028769942535,0.013229262929614793,0.013233560052776983,0.013189583864108179,7569507487314997e-21,15803120097357404e-21,-6660093378979548e-20,-0.0017137099402539935,-0.0002323934883685097,0.005472107984677954,0.00040014431643675685,9607821739310296e-21,-0.005353838904762931,0.005002600747649966,-670292325255506e-21
296,-0.006192275757879617,-0.013733980167114801,-0.025882182150114064,0.026092890750474274,-0.026093637228431055,-0.026059500069044228,0.02607899363276167,0.007449315471375728,-0.026095545655122176,-0.026099855699235786,0.026084667097855396,-0.00010238255556513365,-17296667229188545e-21,-0.0047100724227564505,0.004291678163225621,-0.004931395865308885,-0.002376236597235487,0.0049070730926157324,-0.0006154612447836216,-0.004928297759543315,-0.004905877097936606,0.004903819263856968
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-17453365638936402e-21,-0.0001844177290306892,0.0025916503378049516,0.002734557563472989,0.00014107998298226732,-0.0026517142186379405,-0.0027242683749828522,0.0004564200176138955,-0.0027631621071077805,-0.00276277572413014,0.0027241529935568554,4237272413672166e-23,40944428472688976e-24,-39574851062700034e-23,8464490811756209e-20,-25614340719801523e-21,-1929009406064809e-20,9873206506095383e-20,18418884370832722e-24,-0.0002797213505197436,-0.0002708400452082014,20652219637953134e-21
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-0.00025514668576909205,-0.0017300127574624846,0.008858891792686396,-0.008979203709375272,-0.00863926119871311,-0.008774795582129236,-0.009012112530349448,0.004118754170830352,0.009056903692725327,0.009063215442652983,0.009020312380935536,-4150179403028531e-21,-4099586068478933e-21,-11212642896107905e-22,0.00013430692904184416,58887566756482546e-22,-3266393857870309e-20,-2076381241905567e-20,-4189128211262716e-21,-0.00026260575489997495,-0.0018428950992832316,-3493303627533084e-21
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0.0011987091542293715,-0.00374608702323298,0.012300961214440909,0.012328625804678195,0.012320847590781225,-0.012282613556707567,0.012125201794869311,0.008014431761207974,-0.012324850301485557,-0.01233382965402574,-0.012331249123620158,-70781437574996e-20,-7382574606085157e-22,5863428788355218e-20,0.0006448910225305138,0.00018685976613116995,-6952114887151528e-20,34240425707599e-18,-6834350418927215e-22,-0.0009151560671278869,-0.003090252231783608,0.0031076343106105075
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,-0.001587752596037162,-0.007316578291643672,0.01743454543807077,-0.01783065870537026,-0.01777258375442925,-0.017813886566918402,-0.017678519988174934,0.012800161015901979,0.017831783763400555,-0.017859685942395176,0.017817469273990305,-13602571843351896e-22,-1387095032945318e-21,-51162733564646956e-21,0.00020061796708126245,-0.00018833245981136892,-0.0006456601042109655,0.000272214848485941,-26428331018069073e-23,-0.0031271167851198434,-0.0049335000003719875,8760814265207362e-21
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,-0.0005945947254057948,-0.007047733871857087,0.01083146235232657,-0.011104176385936526,-0.010941254419877589,-0.010970507514564187,-0.011033867371558093,0.0055880893329941506,0.011105903172897502,0.011111900348000137,0.01106508468880052,-6848532247138994e-21,-7315630761894898e-21,-9309183069294846e-21,-0.0003260882239243812,-11843069977257592e-21,-4320007527519598e-20,4052278342214777e-21,-6899546738770024e-21,-0.0001291558765122991,0.0047338566244127245,-8520165025283077e-21
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,-0.00036467273018447877,-0.0021074182923639384,0.009883434326775409,-0.010083944516956045,-0.009858143562984256,0.009976865198624951,-0.010051674739269212,0.0049611080734554,0.010107118054550002,0.010111587236719233,0.010067525786484954,-26936080696482456e-23,123713479960319e-21,-6992057399152207e-21,-0.00010712088777099782,-21777220746463377e-21,0.001616083959065276,3389289617164448e-20,-903641260430188e-23,-0.0013603663243520053,-0.001053226515844899,-607771565339088e-21
120,-0.0027553527379859943,-0.00468387360337752,-0.013725855745512328,0.013809439903703202,-0.013812958190400737,-0.013775542937312535,0.01380203668774882,-0.005047349703170223,-0.01381223313552904,-0.013815857567511802,0.013803993868032105,-0.00037698974242267314,12481058348445817e-21,-0.004259530916266213,0.004083697667061403,-0.0042985994851670595,-0.00317924765238789,0.004291571752146978,-0.002117918013493314,-0.004296630158542203,-0.004283401264494835,0.004291275448653403
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,5060097068249059e-20,-0.00016788770759509908,0.002450472547365648,0.002476782681078829,0.0024695008235259414,-0.00243202473691341,0.002322728098444013,0.0005438107591753949,-0.002473279462241032,-0.002481834803634661,-0.0024790790341624597,-7341566911622799e-22,-7486077243656908e-22,14017007472263976e-21,8289231054587481e-20,4342813922118133e-20,-7899307659389732e-21,1288886630596009e-20,-703657329091667e-21,-977756191405943e-19,-0.0006324829355197903,0.0004111306478080945
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,-0.00791794407990043,-0.009891608288424614,-0.020556987739033028,0.02067891793393839,-0.02066444585098881,-0.020632602515828102,0.020621878492212753,-0.020623163762564234,-0.020667505597554037,-0.020679940110332584,0.020367296026139847,-0.0006619072617005672,-16427218191283899e-22,-0.005318481953978882,0.0053982803681051905,-0.005394081481975788,-0.004549826377916122,0.005167775156876109,-0.005386213429523223,-0.005224976132978787,-0.0049643383908097305,0.0051758972142944
544,0.0016297331383421376,-0.005843383079882969,0.01574048208335721,0.015772551488797082,0.015762804968904143,-0.015728055195900925,-0.01443400894452529,0.010963621613061636,-0.015769595951035553,-0.015777832598077635,-0.015499134579560425,-6953572361745319e-21,-8375829563256332e-21,-0.0006814290418846736,0.008257701179970933,-0.006100700211247145,-0.003963792504624475,0.007654754135335284,-1769645178495427e-20,-0.008926013665504606,-0.009095731258989659,0.009117190672028597
275,-0.000192386785912102,-0.0010064434912379627,0.00488159367095764,-0.005622304877854756,-0.005543953832447712,-0.005541328545425217,-0.005045387023435599,0.0025899182789085873,0.005578269371404654,0.005625892369801266,0.005573196192505958,7258623498096473e-23,7442685459255194e-23,6772636544465083e-23,8757333366284092e-23,778918030856085e-22,8091330797911633e-23,7498423002308408e-23,6882577281361324e-23,7947841889482943e-23,-4241936208369823e-23,6654092669748646e-23
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,-0.000277072055055394,0.0065542409205597285,0.0076511612935146744,-0.007919917637583096,-0.007756113985119217,-0.007774308041131606,-0.007850733132259424,0.0032112930514318627,0.007921958366965465,0.007927896419478109,0.007881148819461614,959551072848841e-21,36579194073460553e-22,-13345523051377928e-22,-0.00030639572614191146,-3965963583957288e-21,-3370645909800407e-20,1141077800803636e-20,943588399054951e-21,-0.00011714351009040058,0.0038809163614298148,-5745439365378857e-22
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,-8355799344904324e-22,-8288752662861248e-21,0.00024024545560228164,-0.0004320977575574883,-0.0003188835511711077,-0.0003109670681156092,-0.0003731894171343335,11842753352392377e-21,0.000433963980892918,0.0004398978225253168,0.0003978447367044141,-3135458296298077e-23,-3157469705486471e-23,-3169394441338014e-23,-4251689639245271e-23,-3113401597122645e-23,-32708402592299124e-24,-3107621017288398e-23,-31321031561740154e-24,-3574092620993452e-23,2529222912148188e-22,-3175137562941299e-23
195,0.005535960914574645,-0.018452283569229566,0.031810836404580156,0.03184864330650261,0.031835618453542214,-0.03180547219420782,0.03160500294497082,0.02614470912063327,-0.031846876188680096,-0.03185384374030398,0.03185341040664724,-35219437984790325e-21,-35544037335466516e-21,-0.0011055383499171678,0.00665296728782655,-0.006766817780236356,-0.002645753372197912,0.007191807751680657,-42415636336612383e-21,-0.00761399132379631,-0.007631946447660076,0.007661799753155285
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,-0.00106950499111369,0.012395932527371811,0.015218762289860077,-0.015489927489067967,-0.01532504135345003,-0.01534653930005414,-0.01542057853236789,0.009338506392224777,0.015491957786400001,0.015497896637837072,0.015451226807096319,6770580054937803e-23,-0.0033065192345163585,-4179497212514205e-21,-0.0005420343545261275,-7923457487069019e-21,-6931188935696553e-20,18301483448973643e-21,-5181511719687393e-24,-0.00020795745885507366,0.0033403973646656815,-29050085054993513e-22
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,-0.019285944627695173,-0.03284488751837911,-0.04585542128323272,0.046379114716496694,-0.04631326251475043,-0.04632753854616434,0.04628561559661781,-0.04391193760514023,-0.04636155497974093,-0.04637996376681075,0.04626427678258782,-5784981941608924e-20,-3174433874053584e-20,-0.003625949618617841,0.005519513287467359,-0.005264817501146102,-0.0017309909278121483,0.0031549205443160977,-0.004841740532781358,-0.004629743530782882,0.005506586317160278,-0.00033687979779234434
431,0.014242881336833602,-0.027345497147781117,0.0415838430026203,0.04160719404426594,0.041601088971130906,-0.041564148193510064,0.04151322553084302,0.036813439578661455,-0.04160425726618966,-0.041611858281937586,-0.04160759405095904,-7011052810934615e-20,-6764185837904169e-20,0.0035644627918228755,0.006646187195523456,0.005858956755312117,-0.002930008501434378,0.0033641227757577052,-6808563855464911e-20,-0.00677024249596847,-0.007298678499705946,-0.006611309666289644
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,-2943299107625863e-21,-13839699722628662e-21,0.0001826034016422784,-0.0006370308980170394,-0.0005640840216200663,-0.0005727342010125452,-0.00011079958685682872,3466152791722216e-20,0.0005813452010059103,0.0006399608014204805,0.000596745929237287,-3112485370861118e-22,-3155233942453428e-22,-3070091777676587e-22,-36239744596530676e-23,-3168656359173183e-22,-32477272840850113e-23,-304868034317618e-21,-3057558609076416e-22,-34808975735503567e-23,8001662047986413e-22,-3028563496237924e-22
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,-0.0003043525932265312,-0.0016080749721485432,0.007388631082012931,-0.007778677097015629,-0.00772096420626639,-0.007762064707059924,-0.0076270670573098664,0.0038252965370372816,0.007779572645086608,-0.007807687111138717,0.007765402923143039,558956697066515e-21,5524562396996835e-22,-16455039748508593e-21,698527485938627e-19,-6363072778936552e-20,-0.00022284530549401826,943994943111981e-19,9317331460811928e-22,-0.0012641997779813674,-0.002553174340422598,4024198188234962e-21
